file,path,actor,emotion,emotion_id,intensity,duration
03-01-06-01-01-01-01.wav,/content/data/raw/Actor_01/03-01-06-01-01-01-01.wav,1,fearful,6,normal,3.6703333333333332
03-01-07-02-02-01-01.wav,/content/data/raw/Actor_01/03-01-07-02-02-01-01.wav,1,disgusted,7,strong,4.037375
03-01-03-02-01-02-01.wav,/content/data/raw/Actor_01/03-01-03-02-01-02-01.wav,1,happy,3,strong,3.6369583333333333
03-01-07-01-01-01-01.wav,/content/data/raw/Actor_01/03-01-07-01-01-01-01.wav,1,disgusted,7,normal,3.8705208333333334
03-01-08-01-02-01-01.wav,/content/data/raw/Actor_01/03-01-08-01-02-01-01.wav,1,surprised,8,normal,3.536875
03-01-02-02-02-01-01.wav,/content/data/raw/Actor_01/03-01-02-02-02-01-01.wav,1,calm,2,strong,4.204208333333334
03-01-06-01-02-01-01.wav,/content/data/raw/Actor_01/03-01-06-01-02-01-01.wav,1,fearful,6,normal,3.4367708333333336
03-01-06-02-02-01-01.wav,/content/data/raw/Actor_01/03-01-06-02-02-01-01.wav,1,fearful,6,strong,3.970625
03-01-02-01-02-01-01.wav,/content/data/raw/Actor_01/03-01-02-01-02-01-01.wav,1,calm,2,normal,3.5035
03-01-02-02-01-02-01.wav,/content/data/raw/Actor_01/03-01-02-02-01-02-01.wav,1,calm,2,strong,4.004
03-01-04-01-02-02-01.wav,/content/data/raw/Actor_01/03-01-04-01-02-02-01.wav,1,sad,4,normal,3.370041666666667
03-01-02-01-01-02-01.wav,/content/data/raw/Actor_01/03-01-02-01-01-02-01.wav,1,calm,2,normal,3.6035833333333334
03-01-01-01-01-01-01.wav,/content/data/raw/Actor_01/03-01-01-01-01-01-01.wav,1,neutral,1,normal,3.3032916666666665
03-01-04-01-01-02-01.wav,/content/data/raw/Actor_01/03-01-04-01-01-02-01.wav,1,sad,4,normal,3.5702291666666666
03-01-06-01-01-02-01.wav,/content/data/raw/Actor_01/03-01-06-01-01-02-01.wav,1,fearful,6,normal,3.636979166666667
03-01-01-01-01-02-01.wav,/content/data/raw/Actor_01/03-01-01-01-01-02-01.wav,1,neutral,1,normal,3.3366666666666664
03-01-05-02-02-01-01.wav,/content/data/raw/Actor_01/03-01-05-02-02-01-01.wav,1,angry,5,strong,4.137458333333333
03-01-07-02-02-02-01.wav,/content/data/raw/Actor_01/03-01-07-02-02-02-01.wav,1,disgusted,7,strong,4.371020833333334
03-01-03-01-01-02-01.wav,/content/data/raw/Actor_01/03-01-03-01-01-02-01.wav,1,happy,3,normal,3.470125
03-01-08-01-01-02-01.wav,/content/data/raw/Actor_01/03-01-08-01-01-02-01.wav,1,surprised,8,normal,3.2699166666666666
03-01-02-01-01-01-01.wav,/content/data/raw/Actor_01/03-01-02-01-01-01-01.wav,1,calm,2,normal,3.5368541666666666
03-01-03-02-01-01-01.wav,/content/data/raw/Actor_01/03-01-03-02-01-01-01.wav,1,happy,3,strong,3.6703333333333332
03-01-08-02-02-02-01.wav,/content/data/raw/Actor_01/03-01-08-02-02-02-01.wav,1,surprised,8,strong,3.2699375
03-01-03-01-02-02-01.wav,/content/data/raw/Actor_01/03-01-03-01-02-02-01.wav,1,happy,3,normal,3.703708333333333
03-01-04-01-01-01-01.wav,/content/data/raw/Actor_01/03-01-04-01-01-01-01.wav,1,sad,4,normal,3.8371666666666666
03-01-05-02-01-02-01.wav,/content/data/raw/Actor_01/03-01-05-02-01-02-01.wav,1,angry,5,strong,4.371041666666667
03-01-05-01-01-02-01.wav,/content/data/raw/Actor_01/03-01-05-01-01-02-01.wav,1,angry,5,normal,3.9372708333333333
03-01-03-01-02-01-01.wav,/content/data/raw/Actor_01/03-01-03-01-02-01-01.wav,1,happy,3,normal,3.5368541666666666
03-01-02-01-02-02-01.wav,/content/data/raw/Actor_01/03-01-02-01-02-02-01.wav,1,calm,2,normal,3.4701458333333335
03-01-02-02-02-02-01.wav,/content/data/raw/Actor_01/03-01-02-02-02-02-01.wav,1,calm,2,strong,4.004
03-01-04-02-02-01-01.wav,/content/data/raw/Actor_01/03-01-04-02-02-01-01.wav,1,sad,4,strong,3.7370833333333335
03-01-08-01-02-02-02.wav,/content/data/raw/Actor_02/03-01-08-01-02-02-02.wav,2,surprised,8,normal,3.536875
03-01-04-01-01-01-02.wav,/content/data/raw/Actor_02/03-01-04-01-01-01-02.wav,2,sad,4,normal,3.8371666666666666
03-01-02-01-01-02-02.wav,/content/data/raw/Actor_02/03-01-02-01-01-02-02.wav,2,calm,2,normal,4.004
03-01-08-01-02-01-02.wav,/content/data/raw/Actor_02/03-01-08-01-02-01-02.wav,2,surprised,8,normal,3.6036041666666665
03-01-05-01-01-02-02.wav,/content/data/raw/Actor_02/03-01-05-01-01-02-02.wav,2,angry,5,normal,3.6703333333333332
03-01-01-01-02-01-02.wav,/content/data/raw/Actor_02/03-01-01-01-02-01-02.wav,2,neutral,1,normal,3.7704166666666667
03-01-01-01-01-02-02.wav,/content/data/raw/Actor_02/03-01-01-01-01-02-02.wav,2,neutral,1,normal,3.6036041666666665
03-01-05-01-02-01-02.wav,/content/data/raw/Actor_02/03-01-05-01-02-01-02.wav,2,angry,5,normal,3.7704166666666667
03-01-05-01-02-02-02.wav,/content/data/raw/Actor_02/03-01-05-01-02-02-02.wav,2,angry,5,normal,3.8037916666666667
03-01-06-01-02-01-02.wav,/content/data/raw/Actor_02/03-01-06-01-02-01-02.wav,2,fearful,6,normal,3.6703333333333332
03-01-08-02-02-02-02.wav,/content/data/raw/Actor_02/03-01-08-02-02-02-02.wav,2,surprised,8,strong,3.8038125
03-01-07-02-02-01-02.wav,/content/data/raw/Actor_02/03-01-07-02-02-01-02.wav,2,disgusted,7,strong,4.004
03-01-07-01-02-02-02.wav,/content/data/raw/Actor_02/03-01-07-01-02-02-02.wav,2,disgusted,7,normal,3.8371666666666666
03-01-04-02-02-02-02.wav,/content/data/raw/Actor_02/03-01-04-02-02-02-02.wav,2,sad,4,strong,3.6703333333333332
03-01-02-02-01-01-02.wav,/content/data/raw/Actor_02/03-01-02-02-01-01-02.wav,2,calm,2,strong,4.137479166666667
03-01-03-01-01-02-02.wav,/content/data/raw/Actor_02/03-01-03-01-01-02-02.wav,2,happy,3,normal,3.7036875
03-01-01-01-01-01-02.wav,/content/data/raw/Actor_02/03-01-01-01-01-01-02.wav,2,neutral,1,normal,3.6369583333333333
03-01-06-01-01-02-02.wav,/content/data/raw/Actor_02/03-01-06-01-01-02-02.wav,2,fearful,6,normal,3.7370625
03-01-02-01-02-01-02.wav,/content/data/raw/Actor_02/03-01-02-01-02-01-02.wav,2,calm,2,normal,3.8371666666666666
03-01-06-02-02-02-02.wav,/content/data/raw/Actor_02/03-01-06-02-02-02-02.wav,2,fearful,6,strong,3.6036041666666665
03-01-04-01-01-02-02.wav,/content/data/raw/Actor_02/03-01-04-01-01-02-02.wav,2,sad,4,normal,3.7704375
03-01-05-02-02-01-02.wav,/content/data/raw/Actor_02/03-01-05-02-02-01-02.wav,2,angry,5,strong,4.004
03-01-08-02-01-01-02.wav,/content/data/raw/Actor_02/03-01-08-02-01-01-02.wav,2,surprised,8,strong,3.7370625
03-01-07-02-01-01-02.wav,/content/data/raw/Actor_02/03-01-07-02-01-01-02.wav,2,disgusted,7,strong,4.137458333333333
03-01-02-01-01-01-02.wav,/content/data/raw/Actor_02/03-01-02-01-01-01-02.wav,2,calm,2,normal,3.8371666666666666
03-01-06-02-02-01-02.wav,/content/data/raw/Actor_02/03-01-06-02-02-01-02.wav,2,fearful,6,strong,3.6036041666666665
03-01-06-01-01-01-02.wav,/content/data/raw/Actor_02/03-01-06-01-01-01-02.wav,2,fearful,6,normal,3.636979166666667
03-01-02-02-01-02-02.wav,/content/data/raw/Actor_02/03-01-02-02-01-02-02.wav,2,calm,2,strong,4.037375
03-01-05-02-02-02-02.wav,/content/data/raw/Actor_02/03-01-05-02-02-02-02.wav,2,angry,5,strong,4.004
03-01-04-01-02-01-02.wav,/content/data/raw/Actor_02/03-01-04-01-02-01-02.wav,2,sad,4,normal,3.7370625
03-01-05-02-01-02-02.wav,/content/data/raw/Actor_02/03-01-05-02-01-02-02.wav,2,angry,5,strong,4.004
03-01-03-02-01-02-02.wav,/content/data/raw/Actor_02/03-01-03-02-01-02-02.wav,2,happy,3,strong,3.6703333333333332
03-01-03-02-01-01-02.wav,/content/data/raw/Actor_02/03-01-03-02-01-01-02.wav,2,happy,3,strong,3.703708333333333
03-01-03-02-02-01-02.wav,/content/data/raw/Actor_02/03-01-03-02-02-01-02.wav,2,happy,3,strong,3.703708333333333
03-01-01-01-02-02-02.wav,/content/data/raw/Actor_02/03-01-01-01-02-02-02.wav,2,neutral,1,normal,3.6035833333333334
03-01-06-02-01-02-02.wav,/content/data/raw/Actor_02/03-01-06-02-01-02-02.wav,2,fearful,6,strong,3.636979166666667
03-01-04-02-01-02-02.wav,/content/data/raw/Actor_02/03-01-04-02-01-02-02.wav,2,sad,4,strong,3.7704166666666667
03-01-08-01-01-01-02.wav,/content/data/raw/Actor_02/03-01-08-01-01-01-02.wav,2,surprised,8,normal,3.5368541666666666
03-01-08-02-02-01-02.wav,/content/data/raw/Actor_02/03-01-08-02-02-01-02.wav,2,surprised,8,strong,3.7370833333333335
03-01-04-02-01-01-02.wav,/content/data/raw/Actor_02/03-01-04-02-01-01-02.wav,2,sad,4,strong,3.7370833333333335
03-01-02-01-02-02-02.wav,/content/data/raw/Actor_02/03-01-02-01-02-02-02.wav,2,calm,2,normal,3.970625
03-01-02-02-02-01-02.wav,/content/data/raw/Actor_02/03-01-02-02-02-01-02.wav,2,calm,2,strong,4.104104166666667
03-01-08-01-01-02-02.wav,/content/data/raw/Actor_02/03-01-08-01-01-02-02.wav,2,surprised,8,normal,3.5368541666666666
03-01-06-01-02-02-02.wav,/content/data/raw/Actor_02/03-01-06-01-02-02-02.wav,2,fearful,6,normal,3.7370625
03-01-03-01-02-01-02.wav,/content/data/raw/Actor_02/03-01-03-01-02-01-02.wav,2,happy,3,normal,3.7704375
03-01-06-02-01-01-02.wav,/content/data/raw/Actor_02/03-01-06-02-01-01-02.wav,2,fearful,6,strong,3.8037916666666667
03-01-03-01-02-02-02.wav,/content/data/raw/Actor_02/03-01-03-01-02-02-02.wav,2,happy,3,normal,3.7370833333333335
03-01-05-01-01-01-02.wav,/content/data/raw/Actor_02/03-01-05-01-01-01-02.wav,2,angry,5,normal,3.6703333333333332
03-01-07-01-01-02-02.wav,/content/data/raw/Actor_02/03-01-07-01-01-02-02.wav,2,disgusted,7,normal,3.636979166666667
03-01-03-02-02-02-02.wav,/content/data/raw/Actor_02/03-01-03-02-02-02-02.wav,2,happy,3,strong,3.8705208333333334
03-01-08-02-01-02-02.wav,/content/data/raw/Actor_02/03-01-08-02-01-02-02.wav,2,surprised,8,strong,3.7704375
03-01-07-02-01-02-02.wav,/content/data/raw/Actor_02/03-01-07-02-01-02-02.wav,2,disgusted,7,strong,4.137458333333333
03-01-07-02-02-02-02.wav,/content/data/raw/Actor_02/03-01-07-02-02-02-02.wav,2,disgusted,7,strong,4.037375
03-01-02-02-02-02-02.wav,/content/data/raw/Actor_02/03-01-02-02-02-02-02.wav,2,calm,2,strong,4.104104166666667
03-01-07-01-02-01-02.wav,/content/data/raw/Actor_02/03-01-07-01-02-01-02.wav,2,disgusted,7,normal,3.8705416666666665
03-01-04-02-02-01-02.wav,/content/data/raw/Actor_02/03-01-04-02-02-01-02.wav,2,sad,4,strong,3.7036875
03-01-05-02-01-01-02.wav,/content/data/raw/Actor_02/03-01-05-02-01-01-02.wav,2,angry,5,strong,3.9039166666666665
03-01-07-01-01-01-02.wav,/content/data/raw/Actor_02/03-01-07-01-01-01-02.wav,2,disgusted,7,normal,3.6703333333333332
03-01-04-01-02-02-02.wav,/content/data/raw/Actor_02/03-01-04-01-02-02-02.wav,2,sad,4,normal,3.7704375
03-01-03-01-01-01-02.wav,/content/data/raw/Actor_02/03-01-03-01-01-01-02.wav,2,happy,3,normal,3.6036041666666665
03-01-03-01-02-02-03.wav,/content/data/raw/Actor_03/03-01-03-01-02-02-03.wav,3,happy,3,normal,3.5035
03-01-02-01-02-02-03.wav,/content/data/raw/Actor_03/03-01-02-01-02-02-03.wav,3,calm,2,normal,3.970625
03-01-08-01-02-02-03.wav,/content/data/raw/Actor_03/03-01-08-01-02-02-03.wav,3,surprised,8,normal,3.5702291666666666
03-01-03-01-01-02-03.wav,/content/data/raw/Actor_03/03-01-03-01-01-02-03.wav,3,happy,3,normal,3.6035833333333334
03-01-03-02-02-01-03.wav,/content/data/raw/Actor_03/03-01-03-02-02-01-03.wav,3,happy,3,strong,4.137458333333333
03-01-08-02-01-02-03.wav,/content/data/raw/Actor_03/03-01-08-02-01-02-03.wav,3,surprised,8,strong,3.6036041666666665
03-01-07-01-01-02-03.wav,/content/data/raw/Actor_03/03-01-07-01-01-02-03.wav,3,disgusted,7,normal,3.970645833333333
03-01-07-02-01-02-03.wav,/content/data/raw/Actor_03/03-01-07-02-01-02-03.wav,3,disgusted,7,strong,4.104104166666667
03-01-02-01-01-01-03.wav,/content/data/raw/Actor_03/03-01-02-01-01-01-03.wav,3,calm,2,normal,3.8371666666666666
03-01-07-02-01-01-03.wav,/content/data/raw/Actor_03/03-01-07-02-01-01-03.wav,3,disgusted,7,strong,4.104104166666667
03-01-08-01-01-02-03.wav,/content/data/raw/Actor_03/03-01-08-01-01-02-03.wav,3,surprised,8,normal,3.370041666666667
03-01-04-02-02-01-03.wav,/content/data/raw/Actor_03/03-01-04-02-02-01-03.wav,3,sad,4,strong,3.470125
03-01-04-01-01-02-03.wav,/content/data/raw/Actor_03/03-01-04-01-01-02-03.wav,3,sad,4,normal,3.5702291666666666
03-01-06-01-02-01-03.wav,/content/data/raw/Actor_03/03-01-06-01-02-01-03.wav,3,fearful,6,normal,3.5035
03-01-07-01-02-01-03.wav,/content/data/raw/Actor_03/03-01-07-01-02-01-03.wav,3,disgusted,7,normal,3.6036041666666665
03-01-02-02-01-01-03.wav,/content/data/raw/Actor_03/03-01-02-02-01-01-03.wav,3,calm,2,strong,4.037375
03-01-08-02-02-02-03.wav,/content/data/raw/Actor_03/03-01-08-02-02-02-03.wav,3,surprised,8,strong,3.2365625
03-01-01-01-02-01-03.wav,/content/data/raw/Actor_03/03-01-01-01-02-01-03.wav,3,neutral,1,normal,3.5035
03-01-05-02-02-01-03.wav,/content/data/raw/Actor_03/03-01-05-02-02-01-03.wav,3,angry,5,strong,4.2375625
03-01-05-01-02-01-03.wav,/content/data/raw/Actor_03/03-01-05-01-02-01-03.wav,3,angry,5,normal,3.8038125
03-01-01-01-02-02-03.wav,/content/data/raw/Actor_03/03-01-01-01-02-02-03.wav,3,neutral,1,normal,3.4701458333333335
03-01-05-01-01-02-03.wav,/content/data/raw/Actor_03/03-01-05-01-01-02-03.wav,3,angry,5,normal,4.070729166666666
03-01-02-02-02-02-03.wav,/content/data/raw/Actor_03/03-01-02-02-02-02-03.wav,3,calm,2,strong,4.004
03-01-06-02-01-01-03.wav,/content/data/raw/Actor_03/03-01-06-02-01-01-03.wav,3,fearful,6,strong,3.3033125
03-01-04-01-02-02-03.wav,/content/data/raw/Actor_03/03-01-04-01-02-02-03.wav,3,sad,4,normal,3.536875
03-01-03-01-02-01-03.wav,/content/data/raw/Actor_03/03-01-03-01-02-01-03.wav,3,happy,3,normal,3.5035
03-01-05-02-01-02-03.wav,/content/data/raw/Actor_03/03-01-05-02-01-02-03.wav,3,angry,5,strong,4.404416666666667
03-01-08-02-02-01-03.wav,/content/data/raw/Actor_03/03-01-08-02-02-01-03.wav,3,surprised,8,strong,3.5035
03-01-01-01-01-01-03.wav,/content/data/raw/Actor_03/03-01-01-01-01-01-03.wav,3,neutral,1,normal,3.4367708333333336
03-01-03-02-02-02-03.wav,/content/data/raw/Actor_03/03-01-03-02-02-02-03.wav,3,happy,3,strong,3.8371666666666666
03-01-01-01-01-02-03.wav,/content/data/raw/Actor_03/03-01-01-01-01-02-03.wav,3,neutral,1,normal,3.5035
03-01-05-01-01-01-03.wav,/content/data/raw/Actor_03/03-01-05-01-01-01-03.wav,3,angry,5,normal,4.004
03-01-07-01-01-01-03.wav,/content/data/raw/Actor_03/03-01-07-01-01-01-03.wav,3,disgusted,7,normal,4.037375
03-01-08-01-02-01-03.wav,/content/data/raw/Actor_03/03-01-08-01-02-01-03.wav,3,surprised,8,normal,3.2032083333333334
03-01-04-02-02-02-03.wav,/content/data/raw/Actor_03/03-01-04-02-02-02-03.wav,3,sad,4,strong,3.7036875
03-01-06-01-02-02-03.wav,/content/data/raw/Actor_03/03-01-06-01-02-02-03.wav,3,fearful,6,normal,3.2032083333333334
03-01-03-02-01-02-03.wav,/content/data/raw/Actor_03/03-01-03-02-01-02-03.wav,3,happy,3,strong,4.404395833333333
03-01-03-01-01-01-03.wav,/content/data/raw/Actor_03/03-01-03-01-01-01-03.wav,3,happy,3,normal,3.7704166666666667
03-01-04-01-01-01-03.wav,/content/data/raw/Actor_03/03-01-04-01-01-01-03.wav,3,sad,4,normal,3.6036041666666665
03-01-03-02-01-01-03.wav,/content/data/raw/Actor_03/03-01-03-02-01-01-03.wav,3,happy,3,strong,4.3043125
03-01-06-01-01-02-03.wav,/content/data/raw/Actor_03/03-01-06-01-01-02-03.wav,3,fearful,6,normal,3.8371666666666666
03-01-02-02-02-01-03.wav,/content/data/raw/Actor_03/03-01-02-02-02-01-03.wav,3,calm,2,strong,4.137458333333333
03-01-04-01-02-01-03.wav,/content/data/raw/Actor_03/03-01-04-01-02-01-03.wav,3,sad,4,normal,3.5702291666666666
03-01-07-02-02-01-03.wav,/content/data/raw/Actor_03/03-01-07-02-02-01-03.wav,3,disgusted,7,strong,3.8371666666666666
03-01-06-02-02-02-03.wav,/content/data/raw/Actor_03/03-01-06-02-02-02-03.wav,3,fearful,6,strong,3.4367708333333336
03-01-08-02-01-01-03.wav,/content/data/raw/Actor_03/03-01-08-02-01-01-03.wav,3,surprised,8,strong,3.2699375
03-01-02-01-02-01-03.wav,/content/data/raw/Actor_03/03-01-02-01-02-01-03.wav,3,calm,2,normal,3.8371666666666666
03-01-07-02-02-02-03.wav,/content/data/raw/Actor_03/03-01-07-02-02-02-03.wav,3,disgusted,7,strong,3.9372708333333333
03-01-08-01-01-01-03.wav,/content/data/raw/Actor_03/03-01-08-01-01-01-03.wav,3,surprised,8,normal,3.2365625
03-01-05-02-01-01-03.wav,/content/data/raw/Actor_03/03-01-05-02-01-01-03.wav,3,angry,5,strong,4.404395833333333
03-01-05-02-02-02-03.wav,/content/data/raw/Actor_03/03-01-05-02-02-02-03.wav,3,angry,5,strong,4.5045
03-01-06-02-01-02-03.wav,/content/data/raw/Actor_03/03-01-06-02-01-02-03.wav,3,fearful,6,strong,3.9038958333333333
03-01-06-01-01-01-03.wav,/content/data/raw/Actor_03/03-01-06-01-01-01-03.wav,3,fearful,6,normal,3.7370833333333335
03-01-04-02-01-02-03.wav,/content/data/raw/Actor_03/03-01-04-02-01-02-03.wav,3,sad,4,strong,3.8371666666666666
03-01-02-02-01-02-03.wav,/content/data/raw/Actor_03/03-01-02-02-01-02-03.wav,3,calm,2,strong,3.970645833333333
03-01-02-01-01-02-03.wav,/content/data/raw/Actor_03/03-01-02-01-01-02-03.wav,3,calm,2,normal,3.7370625
03-01-04-02-01-01-03.wav,/content/data/raw/Actor_03/03-01-04-02-01-01-03.wav,3,sad,4,strong,3.7704375
03-01-06-02-02-01-03.wav,/content/data/raw/Actor_03/03-01-06-02-02-01-03.wav,3,fearful,6,strong,3.3033125
03-01-07-01-02-02-03.wav,/content/data/raw/Actor_03/03-01-07-01-02-02-03.wav,3,disgusted,7,normal,3.7704375
03-01-05-01-02-02-03.wav,/content/data/raw/Actor_03/03-01-05-01-02-02-03.wav,3,angry,5,normal,3.8371666666666666
03-01-06-02-02-02-04.wav,/content/data/raw/Actor_04/03-01-06-02-02-02-04.wav,4,fearful,6,strong,3.5702291666666666
03-01-05-02-01-02-04.wav,/content/data/raw/Actor_04/03-01-05-02-01-02-04.wav,4,angry,5,strong,3.8705208333333334
03-01-03-01-01-02-04.wav,/content/data/raw/Actor_04/03-01-03-01-01-02-04.wav,4,happy,3,normal,3.5368541666666666
03-01-01-01-02-01-04.wav,/content/data/raw/Actor_04/03-01-01-01-02-01-04.wav,4,neutral,1,normal,3.2699375
03-01-06-02-01-02-04.wav,/content/data/raw/Actor_04/03-01-06-02-01-02-04.wav,4,fearful,6,strong,3.403395833333333
03-01-02-01-01-01-04.wav,/content/data/raw/Actor_04/03-01-02-01-01-01-04.wav,4,calm,2,normal,3.8037916666666667
03-01-05-02-02-01-04.wav,/content/data/raw/Actor_04/03-01-05-02-02-01-04.wav,4,angry,5,strong,3.7036875
03-01-04-01-01-01-04.wav,/content/data/raw/Actor_04/03-01-04-01-01-01-04.wav,4,sad,4,normal,3.370041666666667
03-01-03-01-01-01-04.wav,/content/data/raw/Actor_04/03-01-03-01-01-01-04.wav,4,happy,3,normal,3.5035
03-01-03-02-02-02-04.wav,/content/data/raw/Actor_04/03-01-03-02-02-02-04.wav,4,happy,3,strong,3.7704166666666667
03-01-08-01-01-02-04.wav,/content/data/raw/Actor_04/03-01-08-01-01-02-04.wav,4,surprised,8,normal,3.3366666666666664
03-01-05-01-01-02-04.wav,/content/data/raw/Actor_04/03-01-05-01-01-02-04.wav,4,angry,5,normal,3.6036041666666665
03-01-03-02-02-01-04.wav,/content/data/raw/Actor_04/03-01-03-02-02-01-04.wav,4,happy,3,strong,3.6036041666666665
03-01-07-02-02-02-04.wav,/content/data/raw/Actor_04/03-01-07-02-02-02-04.wav,4,disgusted,7,strong,3.9372708333333333
03-01-08-02-02-02-04.wav,/content/data/raw/Actor_04/03-01-08-02-02-02-04.wav,4,surprised,8,strong,3.5368541666666666
03-01-08-01-02-02-04.wav,/content/data/raw/Actor_04/03-01-08-01-02-02-04.wav,4,surprised,8,normal,3.43675
03-01-04-01-02-02-04.wav,/content/data/raw/Actor_04/03-01-04-01-02-02-04.wav,4,sad,4,normal,3.470125
03-01-02-01-01-02-04.wav,/content/data/raw/Actor_04/03-01-02-01-01-02-04.wav,4,calm,2,normal,3.7370625
03-01-06-02-01-01-04.wav,/content/data/raw/Actor_04/03-01-06-02-01-01-04.wav,4,fearful,6,strong,3.9372708333333333
03-01-06-01-02-01-04.wav,/content/data/raw/Actor_04/03-01-06-01-02-01-04.wav,4,fearful,6,normal,3.470125
03-01-07-01-01-02-04.wav,/content/data/raw/Actor_04/03-01-07-01-01-02-04.wav,4,disgusted,7,normal,3.9038958333333333
03-01-08-02-02-01-04.wav,/content/data/raw/Actor_04/03-01-08-02-02-01-04.wav,4,surprised,8,strong,3.470125
03-01-04-01-02-01-04.wav,/content/data/raw/Actor_04/03-01-04-01-02-01-04.wav,4,sad,4,normal,3.4367708333333336
03-01-07-02-02-01-04.wav,/content/data/raw/Actor_04/03-01-07-02-02-01-04.wav,4,disgusted,7,strong,3.8705416666666665
03-01-01-01-01-01-04.wav,/content/data/raw/Actor_04/03-01-01-01-01-01-04.wav,4,neutral,1,normal,3.3032916666666665
03-01-02-02-01-01-04.wav,/content/data/raw/Actor_04/03-01-02-02-01-01-04.wav,4,calm,2,strong,3.970625
03-01-05-01-02-02-04.wav,/content/data/raw/Actor_04/03-01-05-01-02-02-04.wav,4,angry,5,normal,3.7370625
03-01-03-01-02-02-04.wav,/content/data/raw/Actor_04/03-01-03-01-02-02-04.wav,4,happy,3,normal,3.4367708333333336
03-01-03-02-01-01-04.wav,/content/data/raw/Actor_04/03-01-03-02-01-01-04.wav,4,happy,3,strong,3.8705416666666665
03-01-03-01-02-01-04.wav,/content/data/raw/Actor_04/03-01-03-01-02-01-04.wav,4,happy,3,normal,3.5035
03-01-05-02-02-02-04.wav,/content/data/raw/Actor_04/03-01-05-02-02-02-04.wav,4,angry,5,strong,3.8371666666666666
